CM_ÁÎÐÒ_À âèòoê=1107(121107) 3 ôeâpaëÿ 2020ã.s8 Ha÷.Kaäp=0   date=3 2 2020
                 1    ,       2    ,      3    ,      4    ,
     t           MMPTCT      MMPTCT      ÃPAÄ C      MMPTCT  t_ÁOPTOBOE   BÈTOK
 7:28:21.584         ~           ~           ~     740.27441  7:28:20.404  1107
 7:28:21.881         ~           ~      25.00970         ~    7:28:20.702  1107
 7:28:21.902         ~     734.78174         ~           ~    7:28:20.723  1107
 7:28:22.624   734.71979         ~           ~           ~    7:28:21.446  1107
 7:28:22.942         ~           ~           ~     740.27441  7:28:21.765  1107
 7:28:23.239         ~           ~      25.00970         ~    7:28:22.063  1107
 7:28:23.260         ~     734.78174         ~           ~    7:28:22.085  1107
 7:28:23.981   734.71979         ~           ~           ~    7:28:22.808  1107
 7:28:24.299         ~           ~           ~     740.27441  7:28:23.127  1107
 7:28:24.596         ~           ~      25.00970         ~    7:28:23.425  1107
 7:28:24.617         ~     734.78174         ~           ~    7:28:23.446  1107
 7:28:25.339   734.71979         ~           ~           ~    7:28:24.145  1107
 7:28:25.657         ~           ~           ~     740.27441  7:28:24.458  1107
 7:28:25.954         ~           ~      25.00970         ~    7:28:24.750  1107
 7:28:25.975         ~     739.42999         ~           ~    7:28:24.770  1107
 7:28:26.698   734.71979         ~           ~           ~    7:28:25.510  1107
 7:28:27.016         ~           ~           ~     740.27441  7:28:25.829  1107
 7:28:27.287         ~           ~      25.00970         ~    7:28:26.130  1107
 7:28:27.308         ~     734.78174         ~           ~    7:28:26.152  1107
 7:28:28.029   734.71979         ~           ~           ~    7:28:26.891  1107
 7:28:28.273         ~           ~           ~     740.27441  7:28:27.181  1107
 7:28:28.546         ~           ~      25.00970         ~    7:28:27.477  1107
 7:28:28.567         ~     739.42999         ~           ~    7:28:27.500  1107
 7:29:06.634         ~           ~           ~     740.27441  7:29:13.000  1107
 7:29:08.259         ~           ~      25.00970         ~    7:29:41.000  1107
 7:29:08.679         ~     734.78174         ~           ~    7:29:43.000  1107
 7:29:08.564   734.71979         ~           ~           ~    7:29:06.261  1107
 7:29:10.653         ~           ~           ~     740.27441  7:29:06.619  1107
 7:29:12.280         ~           ~      25.00970         ~    7:29:06.952  1107
 7:29:12.718         ~     734.78174         ~           ~    7:29:06.976  1107
 7:29:10.326   739.77777         ~           ~           ~    7:29:07.595  1107
 7:29:10.766         ~           ~           ~     740.27441  7:29:07.914  1107
 7:29:11.052         ~           ~      25.00970         ~    7:29:08.212  1107
 7:29:11.076         ~     734.78174         ~           ~    7:29:08.234  1107
 7:29:11.988   734.71979         ~           ~           ~    7:29:08.936  1107
 7:29:12.344         ~           ~           ~     740.27441  7:29:09.282  1107
 7:29:12.791         ~           ~      25.00970         ~    7:29:09.586  1107
 7:29:12.823         ~     734.78174         ~           ~    7:29:09.608  1107
 7:29:13.636   734.71979         ~           ~           ~    7:29:10.319  1107
 7:29:14.103         ~           ~           ~     740.27441  7:29:10.638  1107
 7:29:14.380         ~           ~      25.00970         ~    7:29:10.936  1107
 7:29:14.400         ~     734.78174         ~           ~    7:29:10.957  1107
 7:29:14.755   734.71979         ~           ~           ~    7:29:11.680  1107
 7:29:14.932         ~           ~           ~     740.27441  7:29:12.000  1107
 7:29:14.981         ~           ~      25.00970         ~    7:29:12.270  1107
 7:29:14.998         ~     734.78174         ~           ~    7:29:12.291  1107
 7:29:15.439   734.71979         ~           ~           ~    7:29:13.021  1107
 7:29:15.629         ~           ~           ~     740.27441  7:29:13.340  1107
 7:29:15.831         ~           ~      25.00970         ~    7:29:13.638  1107
 7:29:15.846         ~     734.78174         ~           ~    7:29:13.659  1107
 7:29:16.376   739.77777         ~           ~           ~    7:29:14.382  1107
 7:29:16.615         ~           ~           ~     740.27441  7:29:14.702  1107
 7:29:16.837         ~           ~      25.00970         ~    7:29:16.000  1107
 7:29:16.853         ~     739.42999         ~           ~    7:29:15.021  1107
 7:29:17.409   734.71979         ~           ~           ~    7:29:15.744  1107
 7:29:17.663         ~           ~           ~     740.27441  7:29:16.063  1107
 7:29:17.900         ~           ~      25.00970         ~    7:29:16.361  1107
 7:29:17.917         ~     734.78174         ~           ~    7:29:16.382  1107
 7:29:18.494   734.71979         ~           ~           ~    7:29:17.106  1107
 7:29:18.748         ~           ~           ~     740.27441  7:29:17.425  1107
 7:29:18.989         ~           ~      25.00970         ~    7:29:17.723  1107
 7:29:19.006         ~     734.78174         ~           ~    7:29:17.744  1107
 7:29:19.712   734.71979         ~           ~           ~    7:29:18.468  1107
 7:29:20.030         ~           ~           ~     740.27441  7:29:18.787  1107
 7:29:20.325         ~           ~      25.00970         ~    7:29:19.062  1107
 7:29:20.346         ~     734.78174         ~           ~    7:29:19.083  1107
 7:29:21.063   734.71979         ~           ~           ~    7:29:19.791  1107
 7:29:21.381         ~           ~           ~     740.27441  7:29:20.127  1107
 7:29:21.676         ~           ~      25.00970         ~    7:29:20.425  1107
 7:29:21.697         ~     734.78174         ~           ~    7:29:20.446  1107
 7:29:22.416   734.71979         ~           ~           ~    7:29:21.170  1107
 7:29:22.733         ~           ~           ~     740.27441  7:29:21.489  1107
 7:29:23.030         ~           ~      25.00970         ~    7:29:21.787  1107
 7:29:23.051         ~     739.42999         ~           ~    7:29:21.808  1107
 7:29:23.770   734.71979         ~           ~           ~    7:29:22.531  1107
 7:29:24.086         ~           ~           ~     740.27441  7:29:22.851  1107
 7:29:24.383         ~           ~      25.00970         ~    7:29:23.148  1107
 7:29:24.404         ~     739.42999         ~           ~    7:29:23.170  1107
 7:29:25.123   734.71979         ~           ~           ~    7:29:23.893  1107
 7:29:25.442         ~           ~           ~     740.27441  7:29:24.212  1107
 7:29:25.739         ~           ~      25.00970         ~    7:29:24.510  1107
 7:29:25.758         ~     739.42999         ~           ~    7:29:24.531  1107
 7:29:26.479   734.71979         ~           ~           ~    7:29:25.255  1107
 7:29:26.797         ~           ~           ~     740.27441  7:29:25.574  1107
 7:29:27.094         ~           ~      25.00970         ~    7:29:25.872  1107
 7:29:27.115         ~     734.78174         ~           ~    7:29:25.893  1107
 7:29:27.836   739.77777         ~           ~           ~    7:29:26.583  1107
 7:29:28.155         ~           ~           ~     740.27441  7:29:26.895  1107
 7:29:28.452         ~           ~      25.00970         ~    7:29:27.212  1107
 7:29:28.473         ~     739.42999         ~           ~    7:29:27.234  1107
 7:29:29.194   734.71979         ~           ~           ~    7:29:27.957  1107
 7:29:29.512         ~           ~           ~     740.27441  7:29:28.276  1107
 7:29:29.809         ~           ~      25.00970         ~    7:29:28.574  1107
 7:29:29.830         ~     734.78174         ~           ~    7:29:28.595  1107
 7:29:30.551   734.71979         ~           ~           ~    7:29:29.319  1107
 7:29:30.868         ~           ~           ~     740.27441  7:29:29.638  1107
 7:29:31.165         ~           ~      25.00970         ~    7:29:29.936  1107
 7:29:31.186         ~     739.42999         ~           ~    7:29:29.957  1107
 7:29:31.907   739.77777         ~           ~           ~    7:29:30.680  1107
 7:29:32.223         ~           ~           ~     740.27441  7:29:32.000  1107
 7:29:32.520         ~           ~      25.00970         ~    7:29:31.297  1107
 7:29:32.541         ~     739.42999         ~           ~    7:29:31.319  1107
 7:29:33.262   734.71979         ~           ~           ~    7:29:32.042  1107
 7:29:33.581         ~           ~           ~     740.27441  7:29:32.361  1107
 7:29:33.878         ~           ~      25.00970         ~    7:29:32.659  1107
 7:29:33.899         ~     739.42999         ~           ~    7:29:32.680  1107
 7:29:34.618   734.71979         ~           ~           ~    7:29:33.375  1107
 7:29:34.936         ~           ~           ~     740.27441  7:29:33.687  1107
 7:29:35.233         ~           ~      25.00970         ~    7:29:35.000  1107
 7:29:35.254         ~     739.42999         ~           ~    7:29:34.021  1107
 7:29:35.975   734.71979         ~           ~           ~    7:29:34.744  1107
 7:29:36.294         ~           ~           ~     740.27441  7:29:35.063  1107
 7:29:36.591         ~           ~      25.00970         ~    7:29:35.361  1107
 7:29:36.612         ~     734.78174         ~           ~    7:29:35.382  1107
 7:29:37.331   734.71979         ~           ~           ~    7:29:36.106  1107
 7:29:37.649         ~           ~           ~     740.27441  7:29:36.425  1107
 7:29:37.946         ~           ~      25.00970         ~    7:29:36.723  1107
 7:29:37.967         ~     734.78174         ~           ~    7:29:36.744  1107
 7:29:38.688   734.71979         ~           ~           ~    7:29:37.468  1107
 7:29:39.007         ~           ~           ~     740.27441  7:29:37.787  1107
 7:29:39.304         ~           ~      25.00970         ~    7:29:38.085  1107
 7:29:39.325         ~     739.42999         ~           ~    7:29:38.106  1107
 7:29:40.046   734.71979         ~           ~           ~    7:29:38.829  1107
 7:29:40.364         ~           ~           ~     740.27441  7:29:39.148  1107
 7:29:40.661         ~           ~      25.00970         ~    7:29:39.446  1107
 7:29:40.682         ~     734.78174         ~           ~    7:29:39.468  1107
 7:29:41.403   734.71979         ~           ~           ~    7:29:40.166  1107
 7:29:41.722         ~           ~           ~     740.27441  7:29:40.479  1107
 7:29:42.019         ~           ~      25.00970         ~    7:29:40.770  1107
 7:29:42.040         ~     734.78174         ~           ~    7:29:40.791  1107
 7:29:42.759   739.77777         ~           ~           ~    7:29:41.531  1107
 7:29:43.077         ~           ~           ~     740.27441  7:29:41.851  1107
 7:29:43.374         ~           ~      25.00970         ~    7:29:42.148  1107
 7:29:43.395         ~     739.42999         ~           ~    7:29:42.170  1107
 7:29:44.116   734.71979         ~           ~           ~    7:29:42.893  1107
 7:29:44.435         ~           ~           ~     740.27441  7:29:43.212  1107
 7:29:44.732         ~           ~      25.00970         ~    7:29:43.510  1107
 7:29:44.753         ~     734.78174         ~           ~    7:29:43.531  1107
 7:29:45.474   739.77777         ~           ~           ~    7:29:44.255  1107
 7:29:45.792         ~           ~           ~     740.27441  7:29:44.574  1107
 7:29:46.089         ~           ~      25.00970         ~    7:29:44.872  1107
 7:29:46.110         ~     734.78174         ~           ~    7:29:44.893  1107
 7:29:46.831   734.71979         ~           ~           ~    7:29:45.617  1107
 7:29:47.148         ~           ~           ~     740.27441  7:29:45.936  1107
 7:29:47.445         ~           ~      25.00970         ~    7:29:46.234  1107
 7:29:47.466         ~     739.42999         ~           ~    7:29:46.255  1107
 7:29:48.187   734.71979         ~           ~           ~    7:29:46.978  1107
 7:29:48.505         ~           ~           ~     740.27441  7:29:47.270  1107
 7:29:48.802         ~           ~      25.00970         ~    7:29:47.562  1107
 7:29:48.823         ~     734.78174         ~           ~    7:29:47.583  1107
 7:29:49.544   734.71979         ~           ~           ~    7:29:48.319  1107
 7:29:49.863         ~           ~           ~     740.27441  7:29:48.638  1107
 7:29:50.160         ~           ~      25.00970         ~    7:29:48.936  1107
 7:29:50.181         ~     734.78174         ~           ~    7:29:48.957  1107
 7:29:50.902   734.71979         ~           ~           ~    7:29:49.680  1107
 7:29:51.220         ~           ~           ~     740.27441  7:29:51.000  1107
 7:29:51.517         ~           ~      25.00970         ~    7:29:50.297  1107
 7:29:51.538         ~     739.42999         ~           ~    7:29:50.319  1107
 7:29:52.259   734.71979         ~           ~           ~    7:29:51.042  1107
 7:29:52.578         ~           ~           ~     740.27441  7:29:51.361  1107
 7:29:52.875         ~           ~      25.00970         ~    7:29:51.659  1107
 7:29:52.896         ~     739.42999         ~           ~    7:29:51.680  1107
 7:29:53.617   739.77777         ~           ~           ~    7:29:52.404  1107
 7:29:53.935         ~           ~           ~     740.27441  7:29:52.723  1107
 7:29:54.232         ~           ~      25.00970         ~    7:29:53.021  1107
 7:29:54.253         ~     734.78174         ~           ~    7:29:53.042  1107
 7:29:54.974   734.71979         ~           ~           ~    7:29:53.765  1107
 7:29:55.293         ~           ~           ~     740.27441  7:29:54.062  1107
 7:29:55.590         ~           ~      25.00970         ~    7:29:54.354  1107
 7:29:55.611         ~     734.78174         ~           ~    7:29:54.375  1107
 7:29:56.332   734.71979         ~           ~           ~    7:29:55.106  1107
 7:29:56.650         ~           ~           ~     740.27441  7:29:55.425  1107
 7:29:56.947         ~           ~      25.00970         ~    7:29:55.723  1107
 7:29:56.968         ~     739.42999         ~           ~    7:29:55.744  1107
 7:29:57.689   734.71979         ~           ~           ~    7:29:56.468  1107
 7:29:58.008         ~           ~           ~     740.27441  7:29:56.787  1107
 7:29:58.305         ~           ~      25.00970         ~    7:29:57.085  1107
 7:29:58.326         ~     734.78174         ~           ~    7:29:57.106  1107
 7:29:59.047   734.71979         ~           ~           ~    7:29:57.829  1107
 7:29:59.365         ~           ~           ~     740.27441  7:29:58.148  1107
 7:29:59.662         ~           ~      25.00970         ~    7:29:58.446  1107
 7:29:59.683         ~     734.78174         ~           ~    7:29:58.468  1107
 7:30:00.404   734.71979         ~           ~           ~    7:29:59.191  1107
 7:30:00.723         ~           ~           ~     740.27441  7:29:59.510  1107
 7:30:01.020         ~           ~      25.00970         ~    7:29:59.808  1107
 7:30:01.041         ~     739.42999         ~           ~    7:29:59.829  1107
 7:30:01.762   734.71979         ~           ~           ~    7:30:00.553  1107
 7:30:02.080         ~           ~           ~     740.27441  7:30:00.872  1107
 7:30:02.377         ~           ~      25.00970         ~    7:30:01.145  1107
 7:30:02.398         ~     739.42999         ~           ~    7:30:01.166  1107
 7:30:03.119   734.71979         ~           ~           ~    7:30:01.875  1107
 7:30:03.438         ~           ~           ~     740.27441  7:30:02.212  1107
 7:30:03.735         ~           ~      25.00970         ~    7:30:02.510  1107
 7:30:03.756         ~     734.78174         ~           ~    7:30:02.531  1107
 7:30:04.477   734.71979         ~           ~           ~    7:30:03.255  1107
 7:30:04.795         ~           ~           ~     740.27441  7:30:03.574  1107
 7:30:05.092         ~           ~      25.00970         ~    7:30:03.872  1107
 7:30:05.113         ~     734.78174         ~           ~    7:30:03.893  1107
 7:30:05.834   734.71979         ~           ~           ~    7:30:04.617  1107
 7:30:06.153         ~           ~           ~     740.27441  7:30:04.936  1107
 7:30:06.450         ~           ~      25.00970         ~    7:30:05.234  1107
 7:30:06.471         ~     734.78174         ~           ~    7:30:05.255  1107
 7:30:07.192   734.71979         ~           ~           ~    7:30:05.978  1107
 7:30:07.510         ~           ~           ~     740.27441  7:30:06.297  1107
 7:30:07.807         ~           ~      25.00970         ~    7:30:06.595  1107
 7:30:07.828         ~     734.78174         ~           ~    7:30:06.617  1107
 7:30:08.549   734.71979         ~           ~           ~    7:30:07.312  1107
 7:30:08.868         ~           ~           ~     740.27441  7:30:07.625  1107
 7:30:09.165         ~           ~      25.00970         ~    7:30:07.916  1107
 7:30:09.186         ~     739.42999         ~           ~    7:30:07.937  1107
 7:30:09.907   734.71979         ~           ~           ~    7:30:08.680  1107
 7:30:10.225         ~           ~           ~     740.27441  7:30:10.000  1107
 7:30:10.522         ~           ~      25.00970         ~    7:30:09.297  1107
 7:30:10.543         ~     739.42999         ~           ~    7:30:09.319  1107
 7:30:11.264   734.71979         ~           ~           ~    7:30:10.042  1107
 7:30:11.583         ~           ~           ~     740.27441  7:30:10.361  1107
 7:30:11.880         ~           ~      25.00970         ~    7:30:10.659  1107
 7:30:11.901         ~     739.42999         ~           ~    7:30:10.680  1107
 7:30:12.622   734.71979         ~           ~           ~    7:30:11.404  1107
 7:30:12.940         ~           ~           ~     740.27441  7:30:11.723  1107
 7:30:13.237         ~           ~      25.00970         ~    7:30:12.021  1107
 7:30:13.258         ~     734.78174         ~           ~    7:30:12.042  1107
 7:30:13.979   734.71979         ~           ~           ~    7:30:12.765  1107
 7:30:14.298         ~           ~           ~     740.27441  7:30:13.085  1107
 7:30:14.595         ~           ~      25.00970         ~    7:30:13.382  1107
 7:30:14.616         ~     734.78174         ~           ~    7:30:13.404  1107
 7:30:15.337   739.77777         ~           ~           ~    7:30:14.104  1107
 7:30:15.655         ~           ~           ~     740.27441  7:30:14.416  1107
 7:30:15.952         ~           ~      25.00970         ~    7:30:14.708  1107
 7:30:15.973         ~     734.78174         ~           ~    7:30:14.729  1107
 7:30:16.694   734.71979         ~           ~           ~    7:30:15.468  1107
 7:30:17.013         ~           ~           ~     740.27441  7:30:15.787  1107
 7:30:17.310         ~           ~      25.00970         ~    7:30:16.085  1107
 7:30:17.331         ~     734.78174         ~           ~    7:30:16.106  1107
 7:30:18.052   734.71979         ~           ~           ~    7:30:16.829  1107
 7:30:18.370         ~           ~           ~     740.27441  7:30:17.148  1107
 7:30:18.667         ~           ~      25.00970         ~    7:30:17.446  1107
 7:30:18.688         ~     739.42999         ~           ~    7:30:17.468  1107
 7:30:19.409   734.71979         ~           ~           ~    7:30:18.191  1107
 7:30:19.728         ~           ~           ~     740.27441  7:30:18.510  1107
 7:30:20.025         ~           ~      25.00970         ~    7:30:18.808  1107
 7:30:20.046         ~     734.78174         ~           ~    7:30:18.829  1107
 7:30:20.767   734.71979         ~           ~           ~    7:30:19.553  1107
 7:30:21.085         ~           ~           ~     740.27441  7:30:19.872  1107
 7:30:21.382         ~           ~      25.00970         ~    7:30:20.170  1107
 7:30:21.403         ~     739.42999         ~           ~    7:30:20.191  1107
 7:30:22.124   734.71979         ~           ~           ~    7:30:20.914  1107
 7:30:22.443         ~           ~           ~     740.27441  7:30:21.208  1107
 7:30:22.740         ~           ~      25.00970         ~    7:30:21.500  1107
 7:30:22.761         ~     734.78174         ~           ~    7:30:21.520  1107
 7:30:23.482   734.71979         ~           ~           ~    7:30:22.255  1107
 7:30:23.800         ~           ~           ~     740.27441  7:30:22.574  1107
 7:30:24.097         ~           ~      25.00970         ~    7:30:22.872  1107
 7:30:24.118         ~     734.78174         ~           ~    7:30:22.893  1107
 7:30:24.839   734.71979         ~           ~           ~    7:30:23.617  1107
 7:30:25.158         ~           ~           ~     740.27441  7:30:23.936  1107
 7:30:25.455         ~           ~      25.00970         ~    7:30:24.234  1107
 7:30:25.476         ~     734.78174         ~           ~    7:30:24.255  1107
 7:30:26.197   734.71979         ~           ~           ~    7:30:24.978  1107
 7:30:26.515         ~           ~           ~     740.27441  7:30:25.297  1107
 7:30:26.812         ~           ~      25.00970         ~    7:30:25.595  1107
 7:30:26.833         ~     739.42999         ~           ~    7:30:25.617  1107
 7:30:27.554   734.71979         ~           ~           ~    7:30:26.340  1107
 7:30:27.873         ~           ~           ~     740.27441  7:30:26.659  1107
 7:30:28.170         ~           ~      25.00970         ~    7:30:26.957  1107
 7:30:28.191         ~     739.42999         ~           ~    7:30:26.978  1107
 7:30:28.912   734.71979         ~           ~           ~    7:30:27.702  1107
 7:30:29.230         ~           ~           ~     740.27441  7:30:29.000  1107
 7:30:29.527         ~           ~      25.00970         ~    7:30:28.291  1107
 7:30:29.548         ~     739.42999         ~           ~    7:30:28.312  1107
 7:30:30.269   734.71979         ~           ~           ~    7:30:29.042  1107
 7:30:30.588         ~           ~           ~     740.27441  7:30:29.361  1107
 7:30:30.885         ~           ~      25.00970         ~    7:30:29.659  1107
 7:30:30.906         ~     734.78174         ~           ~    7:30:29.680  1107
 7:30:31.627   739.77777         ~           ~           ~    7:30:30.404  1107
 7:30:31.945         ~           ~           ~     740.27441  7:30:30.723  1107
 7:30:32.242         ~           ~      25.00970         ~    7:30:31.021  1107
 7:30:32.263         ~     734.78174         ~           ~    7:30:31.042  1107
 7:30:32.984   734.71979         ~           ~           ~    7:30:31.765  1107
 7:30:33.303         ~           ~           ~     740.27441  7:30:32.085  1107
 7:30:33.600         ~           ~      25.00970         ~    7:30:32.382  1107
 7:30:33.621         ~     739.42999         ~           ~    7:30:32.404  1107
 7:30:34.342   734.71979         ~           ~           ~    7:30:33.127  1107
 7:30:34.660         ~           ~           ~     740.27441  7:30:33.446  1107
 7:30:34.957         ~           ~      25.00970         ~    7:30:33.744  1107
 7:30:34.978         ~     739.42999         ~           ~    7:30:33.765  1107
 7:30:35.699   734.71979         ~           ~           ~    7:30:34.489  1107
 7:30:36.018         ~           ~           ~     740.27441  7:30:34.808  1107
 7:30:36.315         ~           ~      25.00970         ~    7:30:35.083  1107
 7:30:36.336         ~     734.78174         ~           ~    7:30:35.104  1107
 7:30:37.057   734.71979         ~           ~           ~    7:30:35.812  1107
 7:30:37.375         ~           ~           ~     740.27441  7:30:36.148  1107
 7:30:37.672         ~           ~      25.00970         ~    7:30:36.446  1107
 7:30:37.693         ~     734.78174         ~           ~    7:30:36.468  1107
 7:30:38.414   739.77777         ~           ~           ~    7:30:37.191  1107
 7:30:38.733         ~           ~           ~     740.27441  7:30:37.510  1107
 7:30:39.030         ~           ~      25.00970         ~    7:30:37.808  1107
 7:30:39.051         ~     734.78174         ~           ~    7:30:37.829  1107
 7:30:39.772   734.71979         ~           ~           ~    7:30:38.553  1107
 7:30:40.090         ~           ~           ~     740.27441  7:30:38.872  1107
 7:30:40.387         ~           ~      25.00970         ~    7:30:39.170  1107
 7:30:40.408         ~     734.78174         ~           ~    7:30:39.191  1107
 7:30:41.129   734.71979         ~           ~           ~    7:30:39.914  1107
 7:30:41.448         ~           ~           ~     740.27441  7:30:40.234  1107
 7:30:41.745         ~           ~      25.00970         ~    7:30:40.531  1107
 7:30:41.766         ~     734.78174         ~           ~    7:30:40.553  1107
 7:30:42.487   739.77777         ~           ~           ~    7:30:41.276  1107
 7:30:42.805         ~           ~           ~     740.27441  7:30:41.595  1107
 7:30:43.102         ~           ~      25.00970         ~    7:30:41.893  1107
 7:30:43.123         ~     734.78174         ~           ~    7:30:41.914  1107
 7:30:43.844   734.71979         ~           ~           ~    7:30:42.604  1107
 7:30:44.163         ~           ~           ~     740.27441  7:30:42.916  1107
 7:30:44.460         ~           ~      25.00970         ~    7:30:43.234  1107
 7:30:44.481         ~     734.78174         ~           ~    7:30:43.255  1107
 7:30:45.202   734.71979         ~           ~           ~    7:30:43.978  1107
 7:30:45.520         ~           ~           ~     740.27441  7:30:44.297  1107
 7:30:45.817         ~           ~      25.00970         ~    7:30:44.595  1107
 7:30:45.838         ~     734.78174         ~           ~    7:30:44.617  1107
 7:30:46.559   739.77777         ~           ~           ~    7:30:45.340  1107
 7:30:46.878         ~           ~           ~     740.27441  7:30:45.659  1107
 7:30:47.175         ~           ~      25.00970         ~    7:30:45.957  1107
 7:30:47.196         ~     734.78174         ~           ~    7:30:45.978  1107
 7:30:47.917   739.77777         ~           ~           ~    7:30:46.702  1107
 7:30:48.235         ~           ~           ~     740.27441  7:30:47.021  1107
 7:30:48.532         ~           ~      25.00970         ~    7:30:47.319  1107
 7:30:48.553         ~     739.42999         ~           ~    7:30:47.340  1107
 7:30:49.274   734.71979         ~           ~           ~    7:30:48.063  1107
 7:30:49.593         ~           ~           ~     740.27441  7:30:48.382  1107
 7:30:49.890         ~           ~      25.00970         ~    7:30:48.680  1107
 7:30:49.911         ~     734.78174         ~           ~    7:30:48.702  1107
 7:30:50.632   734.71979         ~           ~           ~    7:30:49.395  1107
 7:30:50.950         ~           ~           ~     740.27441  7:30:49.708  1107
 7:30:51.247         ~           ~      25.00970         ~    7:30:50.021  1107
 7:30:51.268         ~     739.42999         ~           ~    7:30:50.042  1107
 7:30:51.989   734.71979         ~           ~           ~    7:30:50.765  1107
 7:30:52.308         ~           ~           ~     740.27441  7:30:51.085  1107
 7:30:52.605         ~           ~      25.00970         ~    7:30:51.382  1107
 7:30:52.626         ~     739.42999         ~           ~    7:30:51.404  1107
 7:30:53.347   734.71979         ~           ~           ~    7:30:52.127  1107
 7:30:53.665         ~           ~           ~     740.27441  7:30:52.446  1107
 7:30:53.962         ~           ~      25.00970         ~    7:30:52.744  1107
 7:30:53.983         ~     734.78174         ~           ~    7:30:52.765  1107
 7:30:54.704   734.71979         ~           ~           ~    7:30:53.489  1107
 7:30:55.023         ~           ~           ~     740.27441  7:30:53.808  1107
 7:30:55.320         ~           ~      25.00970         ~    7:30:54.106  1107
 7:30:55.341         ~     734.78174         ~           ~    7:30:54.127  1107
 7:30:56.062   734.71979         ~           ~           ~    7:30:54.851  1107
 7:30:56.380         ~           ~           ~     740.27441  7:30:55.170  1107
 7:30:56.677         ~           ~      25.00970         ~    7:30:55.468  1107
 7:30:56.698         ~     739.42999         ~           ~    7:30:55.489  1107
 7:30:57.419   734.71979         ~           ~           ~    7:30:56.187  1107
 7:30:57.738         ~           ~           ~     740.27441  7:30:56.500  1107
 7:30:58.035         ~           ~      25.00970         ~    7:30:56.791  1107
 7:30:58.056         ~     739.42999         ~           ~    7:30:56.812  1107
 7:30:58.777   739.77777         ~           ~           ~    7:30:57.553  1107
 7:30:59.095         ~           ~           ~     740.27441  7:30:57.872  1107
 7:30:59.392         ~           ~      25.00970         ~    7:30:58.170  1107
 7:30:59.413         ~     734.78174         ~           ~    7:30:58.191  1107
 7:31:00.134   734.71979         ~           ~           ~    7:30:58.914  1107
 7:31:00.453         ~           ~           ~     740.27441  7:30:59.234  1107
 7:31:00.750         ~           ~      25.00970         ~    7:30:59.531  1107
 7:31:00.771         ~     734.78174         ~           ~    7:30:59.553  1107
 7:31:01.492   734.71979         ~           ~           ~    7:31:00.276  1107
 7:31:01.810         ~           ~           ~     740.27441  7:31:00.595  1107
 7:31:02.107         ~           ~      25.00970         ~    7:31:00.893  1107
 7:31:02.128         ~     734.78174         ~           ~    7:31:00.914  1107
 7:31:02.849   734.71979         ~           ~           ~    7:31:01.638  1107
 7:31:03.168         ~           ~           ~     740.27441  7:31:01.957  1107
 7:31:03.465         ~           ~      25.00970         ~    7:31:02.255  1107
 7:31:03.486         ~     734.78174         ~           ~    7:31:02.276  1107
 7:31:04.207   734.71979         ~           ~           ~    7:31:03.000  1107
 7:31:04.525         ~           ~           ~     740.27441  7:31:03.291  1107
 7:31:04.822         ~           ~      25.00970         ~    7:31:03.583  1107
 7:31:04.843         ~     739.42999         ~           ~    7:31:03.604  1107
 7:31:05.564   734.71979         ~           ~           ~    7:31:04.340  1107
 7:31:05.883         ~           ~           ~     740.27441  7:31:04.659  1107
 7:31:06.180         ~           ~      25.00970         ~    7:31:04.957  1107
 7:31:06.201         ~     734.78174         ~           ~    7:31:04.978  1107
 7:31:06.922   734.71979         ~           ~           ~    7:31:05.702  1107
 7:31:07.240         ~           ~           ~     740.27441  7:31:06.021  1107
 7:31:07.537         ~           ~      25.00970         ~    7:31:06.319  1107
 7:31:07.558         ~     734.78174         ~           ~    7:31:06.340  1107
 7:31:08.279   734.71979         ~           ~           ~    7:31:07.063  1107
 7:31:08.598         ~           ~           ~     740.27441  7:31:07.382  1107
 7:31:08.895         ~           ~      25.00970         ~    7:31:07.680  1107
 7:31:08.916         ~     734.78174         ~           ~    7:31:07.702  1107
 7:31:09.637   734.71979         ~           ~           ~    7:31:08.425  1107
 7:31:09.955         ~           ~           ~     740.27441  7:31:08.744  1107
 7:31:10.252         ~           ~      25.00970         ~    7:31:09.042  1107
 7:31:10.273         ~     734.78174         ~           ~    7:31:09.063  1107
 7:31:10.994   739.77777         ~           ~           ~    7:31:09.787  1107
 7:31:11.313         ~           ~           ~     740.27441  7:31:10.083  1107
 7:31:11.610         ~           ~      25.00970         ~    7:31:10.375  1107
 7:31:11.631         ~     739.42999         ~           ~    7:31:10.395  1107
 7:31:12.352   739.77777         ~           ~           ~    7:31:11.127  1107
 7:31:12.670         ~           ~           ~     740.27441  7:31:11.446  1107
 7:31:12.967         ~           ~      25.00970         ~    7:31:11.744  1107
 7:31:12.988         ~     734.78174         ~           ~    7:31:11.765  1107
 7:31:13.709   734.71979         ~           ~           ~    7:31:12.489  1107
 7:31:14.028         ~           ~           ~     740.27441  7:31:12.808  1107
 7:31:14.325         ~           ~      25.00970         ~    7:31:13.106  1107
 7:31:14.346         ~     734.78174         ~           ~    7:31:13.127  1107
 7:31:15.067   734.71979         ~           ~           ~    7:31:13.851  1107
 7:31:15.385         ~           ~           ~     740.27441  7:31:14.170  1107
 7:31:15.682         ~           ~      25.00970         ~    7:31:14.468  1107
 7:31:15.703         ~     734.78174         ~           ~    7:31:14.489  1107
 7:31:16.424   734.71979         ~           ~           ~    7:31:15.212  1107
